filepath,emotion
processed_clips\739_clip_1.npz,Anger
processed_clips\739_clip_2.npz,Anger
processed_clips\739_clip_3.npz,Anger
processed_clips\739_clip_4.npz,Anger
processed_clips\739_clip_5.npz,Anger
processed_clips\740_clip_0.npz,Fear
processed_clips\740_clip_1.npz,Fear
processed_clips\740_clip_2.npz,Fear
processed_clips\740_clip_3.npz,Fear
processed_clips\740_clip_4.npz,Fear
processed_clips\740_clip_5.npz,Fear
processed_clips\740_clip_6.npz,Fear
processed_clips\740_clip_7.npz,Fear
processed_clips\740_clip_8.npz,Fear
processed_clips\740_clip_9.npz,Fear
processed_clips\741_clip_0.npz,Anger
processed_clips\741_clip_1.npz,Anger
processed_clips\741_clip_2.npz,Anger
processed_clips\741_clip_3.npz,Anger
processed_clips\741_clip_4.npz,Anger
processed_clips\741_clip_5.npz,Anger
processed_clips\741_clip_6.npz,Anger
processed_clips\741_clip_7.npz,Anger
processed_clips\741_clip_8.npz,Anger
processed_clips\741_clip_9.npz,Anger
processed_clips\742_clip_0.npz,Anger
processed_clips\742_clip_1.npz,Anger
processed_clips\742_clip_2.npz,Anger
processed_clips\742_clip_3.npz,Anger
processed_clips\742_clip_4.npz,Anger
processed_clips\742_clip_5.npz,Anger
processed_clips\742_clip_6.npz,Anger
processed_clips\742_clip_7.npz,Anger
processed_clips\742_clip_8.npz,Anger
processed_clips\742_clip_9.npz,Anger
processed_clips\742_clip_10.npz,Anger
processed_clips\742_clip_11.npz,Anger
processed_clips\742_clip_12.npz,Anger
processed_clips\742_clip_13.npz,Anger
processed_clips\742_clip_14.npz,Anger
processed_clips\742_clip_15.npz,Anger
processed_clips\742_clip_16.npz,Anger
processed_clips\742_clip_17.npz,Anger
processed_clips\742_clip_18.npz,Anger
processed_clips\742_clip_19.npz,Anger
processed_clips\742_clip_20.npz,Anger
processed_clips\742_clip_21.npz,Anger
processed_clips\742_clip_22.npz,Anger
processed_clips\742_clip_23.npz,Anger
processed_clips\742_clip_24.npz,Anger
processed_clips\742_clip_25.npz,Anger
processed_clips\742_clip_26.npz,Anger
processed_clips\742_clip_27.npz,Anger
processed_clips\742_clip_28.npz,Anger
processed_clips\742_clip_29.npz,Anger
processed_clips\742_clip_30.npz,Anger
processed_clips\742_clip_31.npz,Anger
processed_clips\742_clip_32.npz,Anger
processed_clips\742_clip_33.npz,Anger
processed_clips\742_clip_34.npz,Anger
processed_clips\742_clip_35.npz,Anger
processed_clips\742_clip_36.npz,Anger
processed_clips\742_clip_37.npz,Anger
processed_clips\742_clip_38.npz,Anger
processed_clips\742_clip_39.npz,Anger
processed_clips\742_clip_40.npz,Anger
processed_clips\742_clip_41.npz,Anger
processed_clips\742_clip_42.npz,Anger
processed_clips\742_clip_43.npz,Anger
processed_clips\742_clip_44.npz,Anger
processed_clips\742_clip_45.npz,Anger
processed_clips\742_clip_46.npz,Anger
processed_clips\742_clip_47.npz,Anger
processed_clips\742_clip_48.npz,Anger
processed_clips\743_clip_0.npz,Surprise
processed_clips\743_clip_1.npz,Surprise
processed_clips\743_clip_2.npz,Surprise
processed_clips\743_clip_3.npz,Surprise
processed_clips\743_clip_4.npz,Surprise
processed_clips\743_clip_5.npz,Surprise
processed_clips\743_clip_6.npz,Surprise
processed_clips\743_clip_7.npz,Surprise
processed_clips\743_clip_8.npz,Surprise
processed_clips\743_clip_9.npz,Surprise
processed_clips\743_clip_10.npz,Surprise
processed_clips\743_clip_11.npz,Surprise
processed_clips\743_clip_12.npz,Surprise
processed_clips\743_clip_13.npz,Surprise
processed_clips\743_clip_14.npz,Surprise
processed_clips\743_clip_15.npz,Surprise
processed_clips\743_clip_16.npz,Surprise
processed_clips\743_clip_17.npz,Surprise
processed_clips\743_clip_18.npz,Surprise
processed_clips\743_clip_19.npz,Surprise
processed_clips\743_clip_20.npz,Surprise
processed_clips\743_clip_21.npz,Surprise
processed_clips\743_clip_22.npz,Surprise
processed_clips\743_clip_23.npz,Surprise
processed_clips\743_clip_24.npz,Surprise
processed_clips\743_clip_25.npz,Surprise
processed_clips\743_clip_26.npz,Surprise
processed_clips\743_clip_27.npz,Surprise
processed_clips\743_clip_28.npz,Surprise
processed_clips\743_clip_29.npz,Surprise
processed_clips\743_clip_30.npz,Surprise
processed_clips\743_clip_31.npz,Surprise
processed_clips\743_clip_32.npz,Surprise
processed_clips\743_clip_33.npz,Surprise
processed_clips\743_clip_34.npz,Surprise
processed_clips\743_clip_35.npz,Surprise
processed_clips\743_clip_36.npz,Surprise
processed_clips\743_clip_37.npz,Surprise
processed_clips\744_clip_0.npz,Trust
processed_clips\744_clip_1.npz,Trust
processed_clips\744_clip_2.npz,Trust
processed_clips\744_clip_3.npz,Trust
processed_clips\744_clip_4.npz,Trust
processed_clips\744_clip_5.npz,Trust
processed_clips\744_clip_6.npz,Trust
processed_clips\744_clip_7.npz,Trust
processed_clips\744_clip_8.npz,Trust
processed_clips\744_clip_9.npz,Trust
processed_clips\744_clip_10.npz,Trust
processed_clips\744_clip_11.npz,Trust
processed_clips\744_clip_12.npz,Trust
processed_clips\744_clip_13.npz,Trust
processed_clips\744_clip_14.npz,Trust
processed_clips\744_clip_15.npz,Trust
processed_clips\744_clip_16.npz,Trust
processed_clips\744_clip_17.npz,Trust
processed_clips\745_clip_0.npz,Proud
processed_clips\745_clip_1.npz,Proud
processed_clips\745_clip_2.npz,Proud
processed_clips\745_clip_3.npz,Proud
processed_clips\745_clip_4.npz,Proud
processed_clips\745_clip_5.npz,Proud
processed_clips\745_clip_6.npz,Proud
processed_clips\745_clip_7.npz,Proud
processed_clips\745_clip_8.npz,Proud
processed_clips\745_clip_9.npz,Proud
processed_clips\745_clip_10.npz,Proud
processed_clips\745_clip_11.npz,Proud
processed_clips\745_clip_12.npz,Proud
processed_clips\745_clip_13.npz,Proud
processed_clips\745_clip_14.npz,Proud
processed_clips\745_clip_15.npz,Proud
processed_clips\746_clip_0.npz,Surprise
processed_clips\746_clip_1.npz,Surprise
processed_clips\746_clip_2.npz,Surprise
processed_clips\746_clip_3.npz,Surprise
processed_clips\746_clip_4.npz,Surprise
processed_clips\746_clip_5.npz,Surprise
processed_clips\746_clip_6.npz,Surprise
processed_clips\746_clip_7.npz,Surprise
processed_clips\746_clip_8.npz,Surprise
processed_clips\746_clip_9.npz,Surprise
processed_clips\746_clip_10.npz,Surprise
processed_clips\746_clip_11.npz,Surprise
processed_clips\746_clip_12.npz,Surprise
processed_clips\746_clip_13.npz,Surprise
processed_clips\746_clip_14.npz,Surprise
processed_clips\746_clip_15.npz,Surprise
processed_clips\746_clip_16.npz,Surprise
processed_clips\746_clip_17.npz,Surprise
processed_clips\746_clip_18.npz,Surprise
processed_clips\746_clip_19.npz,Surprise
processed_clips\746_clip_20.npz,Surprise
processed_clips\747_clip_0.npz,Joy
processed_clips\747_clip_1.npz,Joy
processed_clips\747_clip_2.npz,Joy
processed_clips\747_clip_3.npz,Joy
processed_clips\747_clip_4.npz,Joy
processed_clips\747_clip_5.npz,Joy
processed_clips\747_clip_6.npz,Joy
processed_clips\747_clip_7.npz,Joy
processed_clips\747_clip_8.npz,Joy
processed_clips\747_clip_9.npz,Joy
processed_clips\747_clip_10.npz,Joy
processed_clips\747_clip_11.npz,Joy
processed_clips\747_clip_12.npz,Joy
processed_clips\747_clip_13.npz,Joy
processed_clips\747_clip_14.npz,Joy
processed_clips\748_clip_0.npz,Surprise
processed_clips\748_clip_1.npz,Surprise
processed_clips\748_clip_2.npz,Surprise
processed_clips\748_clip_3.npz,Surprise
processed_clips\748_clip_4.npz,Surprise
processed_clips\748_clip_5.npz,Surprise
processed_clips\748_clip_6.npz,Surprise
processed_clips\748_clip_7.npz,Surprise
processed_clips\748_clip_8.npz,Surprise
processed_clips\748_clip_9.npz,Surprise
processed_clips\748_clip_10.npz,Surprise
processed_clips\748_clip_11.npz,Surprise
processed_clips\748_clip_12.npz,Surprise
processed_clips\748_clip_13.npz,Surprise
processed_clips\748_clip_14.npz,Surprise
processed_clips\748_clip_15.npz,Surprise
processed_clips\748_clip_16.npz,Surprise
processed_clips\748_clip_17.npz,Surprise
processed_clips\748_clip_18.npz,Surprise
processed_clips\748_clip_19.npz,Surprise
processed_clips\748_clip_20.npz,Surprise
processed_clips\748_clip_21.npz,Surprise
processed_clips\749_clip_0.npz,Trust
processed_clips\749_clip_1.npz,Trust
processed_clips\749_clip_2.npz,Trust
processed_clips\749_clip_3.npz,Trust
processed_clips\749_clip_4.npz,Trust
processed_clips\749_clip_5.npz,Trust
processed_clips\749_clip_6.npz,Trust
processed_clips\749_clip_7.npz,Trust
processed_clips\749_clip_8.npz,Trust
processed_clips\749_clip_9.npz,Trust
processed_clips\749_clip_10.npz,Trust
processed_clips\749_clip_11.npz,Trust
processed_clips\749_clip_12.npz,Trust
processed_clips\749_clip_13.npz,Trust
processed_clips\749_clip_14.npz,Trust
processed_clips\749_clip_15.npz,Trust
processed_clips\749_clip_16.npz,Trust
processed_clips\749_clip_17.npz,Trust
processed_clips\749_clip_18.npz,Trust
processed_clips\749_clip_19.npz,Trust
processed_clips\749_clip_20.npz,Trust
processed_clips\749_clip_21.npz,Trust
processed_clips\751_clip_0.npz,Anger
processed_clips\751_clip_1.npz,Anger
processed_clips\751_clip_2.npz,Anger
processed_clips\751_clip_3.npz,Anger
processed_clips\751_clip_4.npz,Anger
processed_clips\751_clip_5.npz,Anger
processed_clips\751_clip_6.npz,Anger
processed_clips\751_clip_7.npz,Anger
processed_clips\751_clip_8.npz,Anger
processed_clips\751_clip_9.npz,Anger
processed_clips\751_clip_10.npz,Anger
processed_clips\751_clip_11.npz,Anger
processed_clips\751_clip_12.npz,Anger
processed_clips\751_clip_13.npz,Anger
processed_clips\751_clip_14.npz,Anger
processed_clips\751_clip_15.npz,Anger
processed_clips\751_clip_16.npz,Anger
processed_clips\751_clip_17.npz,Anger
processed_clips\751_clip_18.npz,Anger
processed_clips\752_clip_0.npz,Trust
processed_clips\752_clip_1.npz,Trust
processed_clips\752_clip_2.npz,Trust
processed_clips\752_clip_3.npz,Trust
processed_clips\752_clip_4.npz,Trust
processed_clips\752_clip_5.npz,Trust
processed_clips\752_clip_6.npz,Trust
processed_clips\752_clip_7.npz,Trust
processed_clips\752_clip_8.npz,Trust
processed_clips\752_clip_9.npz,Trust
processed_clips\752_clip_10.npz,Trust
processed_clips\752_clip_11.npz,Trust
processed_clips\752_clip_12.npz,Trust
processed_clips\753_clip_0.npz,Surprise
processed_clips\753_clip_1.npz,Surprise
processed_clips\753_clip_2.npz,Surprise
processed_clips\753_clip_3.npz,Surprise
processed_clips\753_clip_4.npz,Surprise
processed_clips\753_clip_5.npz,Surprise
processed_clips\753_clip_6.npz,Surprise
processed_clips\753_clip_7.npz,Surprise
processed_clips\753_clip_8.npz,Surprise
processed_clips\754_clip_0.npz,Trust
processed_clips\754_clip_1.npz,Trust
processed_clips\754_clip_2.npz,Trust
processed_clips\754_clip_3.npz,Trust
processed_clips\754_clip_4.npz,Trust
processed_clips\754_clip_5.npz,Trust
processed_clips\754_clip_6.npz,Trust
processed_clips\754_clip_7.npz,Trust
processed_clips\754_clip_8.npz,Trust
processed_clips\754_clip_9.npz,Trust
processed_clips\754_clip_10.npz,Trust
processed_clips\754_clip_11.npz,Trust
processed_clips\754_clip_12.npz,Trust
processed_clips\754_clip_13.npz,Trust
processed_clips\754_clip_14.npz,Trust
processed_clips\754_clip_15.npz,Trust
processed_clips\754_clip_16.npz,Trust
processed_clips\755_clip_0.npz,Surprise
processed_clips\755_clip_1.npz,Surprise
processed_clips\755_clip_2.npz,Surprise
processed_clips\755_clip_3.npz,Surprise
processed_clips\755_clip_4.npz,Surprise
processed_clips\755_clip_5.npz,Surprise
processed_clips\755_clip_6.npz,Surprise
processed_clips\755_clip_7.npz,Surprise
processed_clips\755_clip_8.npz,Surprise
processed_clips\755_clip_9.npz,Surprise
processed_clips\755_clip_10.npz,Surprise
processed_clips\757_clip_0.npz,Trust
processed_clips\757_clip_1.npz,Trust
processed_clips\757_clip_2.npz,Trust
processed_clips\757_clip_3.npz,Trust
processed_clips\757_clip_4.npz,Trust
processed_clips\757_clip_5.npz,Trust
processed_clips\757_clip_6.npz,Trust
processed_clips\757_clip_7.npz,Trust
processed_clips\757_clip_8.npz,Trust
processed_clips\757_clip_9.npz,Trust
processed_clips\757_clip_10.npz,Trust
processed_clips\757_clip_11.npz,Trust
processed_clips\757_clip_12.npz,Trust
processed_clips\757_clip_13.npz,Trust
processed_clips\757_clip_14.npz,Trust
processed_clips\758_clip_0.npz,Surprise
processed_clips\758_clip_1.npz,Surprise
processed_clips\758_clip_2.npz,Surprise
processed_clips\758_clip_3.npz,Surprise
processed_clips\758_clip_4.npz,Surprise
processed_clips\758_clip_5.npz,Surprise
processed_clips\758_clip_6.npz,Surprise
processed_clips\758_clip_7.npz,Surprise
processed_clips\758_clip_8.npz,Surprise
processed_clips\758_clip_9.npz,Surprise
processed_clips\758_clip_10.npz,Surprise
processed_clips\758_clip_11.npz,Surprise
processed_clips\758_clip_12.npz,Surprise
processed_clips\758_clip_13.npz,Surprise
processed_clips\758_clip_14.npz,Surprise
processed_clips\758_clip_15.npz,Surprise
processed_clips\758_clip_16.npz,Surprise
processed_clips\758_clip_17.npz,Surprise
processed_clips\758_clip_18.npz,Surprise
processed_clips\758_clip_19.npz,Surprise
processed_clips\758_clip_20.npz,Surprise
processed_clips\758_clip_21.npz,Surprise
processed_clips\758_clip_22.npz,Surprise
processed_clips\759_clip_0.npz,Surprise
processed_clips\759_clip_1.npz,Surprise
processed_clips\759_clip_2.npz,Surprise
processed_clips\759_clip_3.npz,Surprise
processed_clips\759_clip_4.npz,Surprise
processed_clips\759_clip_5.npz,Surprise
processed_clips\759_clip_6.npz,Surprise
processed_clips\759_clip_7.npz,Surprise
processed_clips\759_clip_8.npz,Surprise
processed_clips\759_clip_9.npz,Surprise
processed_clips\759_clip_10.npz,Surprise
processed_clips\759_clip_11.npz,Surprise
processed_clips\759_clip_12.npz,Surprise
processed_clips\759_clip_13.npz,Surprise
processed_clips\759_clip_14.npz,Surprise
processed_clips\759_clip_15.npz,Surprise
processed_clips\759_clip_16.npz,Surprise
processed_clips\759_clip_17.npz,Surprise
processed_clips\759_clip_18.npz,Surprise
processed_clips\759_clip_19.npz,Surprise
processed_clips\760_clip_0.npz,Trust
processed_clips\760_clip_1.npz,Trust
processed_clips\760_clip_2.npz,Trust
processed_clips\760_clip_3.npz,Trust
processed_clips\760_clip_4.npz,Trust
processed_clips\760_clip_5.npz,Trust
processed_clips\760_clip_6.npz,Trust
processed_clips\760_clip_7.npz,Trust
processed_clips\760_clip_8.npz,Trust
processed_clips\760_clip_9.npz,Trust
processed_clips\760_clip_10.npz,Trust
processed_clips\760_clip_11.npz,Trust
processed_clips\760_clip_12.npz,Trust
processed_clips\760_clip_13.npz,Trust
processed_clips\761_clip_0.npz,Surprise
processed_clips\761_clip_1.npz,Surprise
processed_clips\761_clip_2.npz,Surprise
processed_clips\761_clip_3.npz,Surprise
processed_clips\761_clip_4.npz,Surprise
processed_clips\761_clip_5.npz,Surprise
processed_clips\761_clip_6.npz,Surprise
processed_clips\761_clip_7.npz,Surprise
processed_clips\761_clip_8.npz,Surprise
processed_clips\761_clip_9.npz,Surprise
processed_clips\761_clip_10.npz,Surprise
processed_clips\761_clip_11.npz,Surprise
processed_clips\761_clip_12.npz,Surprise
processed_clips\761_clip_13.npz,Surprise
processed_clips\761_clip_14.npz,Surprise
processed_clips\761_clip_15.npz,Surprise
processed_clips\761_clip_16.npz,Surprise
processed_clips\761_clip_17.npz,Surprise
processed_clips\761_clip_18.npz,Surprise
processed_clips\761_clip_19.npz,Surprise
processed_clips\761_clip_20.npz,Surprise
processed_clips\762_clip_0.npz,Surprise
processed_clips\762_clip_1.npz,Surprise
processed_clips\762_clip_2.npz,Surprise
processed_clips\762_clip_3.npz,Surprise
processed_clips\762_clip_4.npz,Surprise
processed_clips\762_clip_5.npz,Surprise
processed_clips\762_clip_6.npz,Surprise
processed_clips\762_clip_7.npz,Surprise
processed_clips\762_clip_8.npz,Surprise
processed_clips\762_clip_9.npz,Surprise
processed_clips\762_clip_10.npz,Surprise
processed_clips\762_clip_11.npz,Surprise
processed_clips\762_clip_12.npz,Surprise
processed_clips\762_clip_13.npz,Surprise
processed_clips\762_clip_14.npz,Surprise
processed_clips\762_clip_15.npz,Surprise
processed_clips\762_clip_16.npz,Surprise
processed_clips\762_clip_17.npz,Surprise
processed_clips\762_clip_18.npz,Surprise
processed_clips\762_clip_19.npz,Surprise
processed_clips\763_clip_0.npz,Trust
processed_clips\763_clip_1.npz,Trust
processed_clips\763_clip_2.npz,Trust
processed_clips\763_clip_3.npz,Trust
processed_clips\763_clip_4.npz,Trust
processed_clips\763_clip_5.npz,Trust
processed_clips\763_clip_6.npz,Trust
processed_clips\763_clip_7.npz,Trust
processed_clips\763_clip_8.npz,Trust
processed_clips\763_clip_9.npz,Trust
processed_clips\763_clip_10.npz,Trust
processed_clips\763_clip_11.npz,Trust
processed_clips\763_clip_12.npz,Trust
processed_clips\763_clip_13.npz,Trust
processed_clips\763_clip_14.npz,Trust
processed_clips\763_clip_15.npz,Trust
processed_clips\763_clip_16.npz,Trust
processed_clips\763_clip_17.npz,Trust
processed_clips\763_clip_18.npz,Trust
processed_clips\763_clip_19.npz,Trust
processed_clips\763_clip_20.npz,Trust
processed_clips\763_clip_21.npz,Trust
processed_clips\763_clip_22.npz,Trust
processed_clips\764_clip_0.npz,Surprise
processed_clips\764_clip_1.npz,Surprise
processed_clips\764_clip_2.npz,Surprise
processed_clips\764_clip_3.npz,Surprise
processed_clips\764_clip_4.npz,Surprise
processed_clips\764_clip_5.npz,Surprise
processed_clips\764_clip_6.npz,Surprise
processed_clips\764_clip_7.npz,Surprise
processed_clips\764_clip_8.npz,Surprise
processed_clips\764_clip_9.npz,Surprise
processed_clips\764_clip_10.npz,Surprise
processed_clips\764_clip_11.npz,Surprise
processed_clips\764_clip_12.npz,Surprise
processed_clips\764_clip_13.npz,Surprise
processed_clips\764_clip_14.npz,Surprise
processed_clips\764_clip_15.npz,Surprise
processed_clips\764_clip_16.npz,Surprise
processed_clips\764_clip_17.npz,Surprise
processed_clips\765_clip_0.npz,Fear
processed_clips\765_clip_1.npz,Fear
processed_clips\765_clip_2.npz,Fear
processed_clips\765_clip_3.npz,Fear
processed_clips\765_clip_4.npz,Fear
processed_clips\765_clip_5.npz,Fear
processed_clips\765_clip_6.npz,Fear
processed_clips\765_clip_7.npz,Fear
processed_clips\765_clip_8.npz,Fear
processed_clips\765_clip_9.npz,Fear
processed_clips\765_clip_10.npz,Fear
processed_clips\765_clip_11.npz,Fear
processed_clips\765_clip_12.npz,Fear
processed_clips\765_clip_13.npz,Fear
processed_clips\765_clip_14.npz,Fear
processed_clips\765_clip_15.npz,Fear
processed_clips\765_clip_16.npz,Fear
processed_clips\765_clip_17.npz,Fear
processed_clips\765_clip_18.npz,Fear
processed_clips\766_clip_0.npz,Surprise
processed_clips\766_clip_1.npz,Surprise
processed_clips\766_clip_2.npz,Surprise
processed_clips\766_clip_3.npz,Surprise
processed_clips\766_clip_4.npz,Surprise
processed_clips\766_clip_5.npz,Surprise
processed_clips\766_clip_6.npz,Surprise
processed_clips\766_clip_7.npz,Surprise
processed_clips\766_clip_8.npz,Surprise
processed_clips\766_clip_9.npz,Surprise
processed_clips\766_clip_10.npz,Surprise
processed_clips\766_clip_11.npz,Surprise
processed_clips\766_clip_12.npz,Surprise
processed_clips\766_clip_13.npz,Surprise
processed_clips\766_clip_14.npz,Surprise
processed_clips\766_clip_15.npz,Surprise
processed_clips\766_clip_16.npz,Surprise
processed_clips\766_clip_17.npz,Surprise
processed_clips\766_clip_18.npz,Surprise
processed_clips\766_clip_19.npz,Surprise
processed_clips\766_clip_20.npz,Surprise
processed_clips\766_clip_21.npz,Surprise
processed_clips\766_clip_22.npz,Surprise
processed_clips\766_clip_23.npz,Surprise
processed_clips\767_clip_0.npz,Trust
processed_clips\767_clip_1.npz,Trust
processed_clips\767_clip_2.npz,Trust
processed_clips\767_clip_3.npz,Trust
processed_clips\767_clip_4.npz,Trust
processed_clips\767_clip_5.npz,Trust
processed_clips\767_clip_6.npz,Trust
processed_clips\767_clip_7.npz,Trust
processed_clips\767_clip_8.npz,Trust
processed_clips\767_clip_9.npz,Trust
processed_clips\767_clip_10.npz,Trust
processed_clips\767_clip_11.npz,Trust
processed_clips\767_clip_12.npz,Trust
processed_clips\767_clip_13.npz,Trust
processed_clips\767_clip_14.npz,Trust
processed_clips\767_clip_15.npz,Trust
processed_clips\767_clip_16.npz,Trust
processed_clips\767_clip_17.npz,Trust
processed_clips\767_clip_18.npz,Trust
processed_clips\767_clip_19.npz,Trust
processed_clips\767_clip_20.npz,Trust
processed_clips\767_clip_21.npz,Trust
processed_clips\767_clip_22.npz,Trust
processed_clips\767_clip_23.npz,Trust
processed_clips\767_clip_24.npz,Trust
processed_clips\767_clip_25.npz,Trust
processed_clips\767_clip_26.npz,Trust
processed_clips\767_clip_27.npz,Trust
processed_clips\767_clip_28.npz,Trust
processed_clips\767_clip_29.npz,Trust
processed_clips\767_clip_30.npz,Trust
processed_clips\767_clip_31.npz,Trust
processed_clips\767_clip_32.npz,Trust
processed_clips\767_clip_33.npz,Trust
processed_clips\767_clip_34.npz,Trust
processed_clips\767_clip_35.npz,Trust
processed_clips\767_clip_36.npz,Trust
processed_clips\767_clip_37.npz,Trust
processed_clips\768_clip_0.npz,Surprise
processed_clips\768_clip_1.npz,Surprise
processed_clips\768_clip_2.npz,Surprise
processed_clips\768_clip_3.npz,Surprise
processed_clips\768_clip_4.npz,Surprise
processed_clips\768_clip_5.npz,Surprise
processed_clips\768_clip_6.npz,Surprise
processed_clips\768_clip_7.npz,Surprise
processed_clips\768_clip_8.npz,Surprise
processed_clips\768_clip_9.npz,Surprise
processed_clips\768_clip_10.npz,Surprise
processed_clips\768_clip_11.npz,Surprise
processed_clips\768_clip_12.npz,Surprise
processed_clips\768_clip_13.npz,Surprise
processed_clips\768_clip_14.npz,Surprise
processed_clips\768_clip_15.npz,Surprise
processed_clips\768_clip_16.npz,Surprise
processed_clips\768_clip_17.npz,Surprise
processed_clips\768_clip_18.npz,Surprise
processed_clips\768_clip_19.npz,Surprise
processed_clips\768_clip_20.npz,Surprise
processed_clips\768_clip_21.npz,Surprise
processed_clips\768_clip_22.npz,Surprise
processed_clips\768_clip_23.npz,Surprise
processed_clips\768_clip_24.npz,Surprise
processed_clips\768_clip_25.npz,Surprise
processed_clips\768_clip_26.npz,Surprise
processed_clips\768_clip_27.npz,Surprise
processed_clips\768_clip_28.npz,Surprise
processed_clips\768_clip_29.npz,Surprise
processed_clips\768_clip_30.npz,Surprise
processed_clips\768_clip_31.npz,Surprise
processed_clips\768_clip_32.npz,Surprise
processed_clips\768_clip_33.npz,Surprise
processed_clips\768_clip_34.npz,Surprise
processed_clips\768_clip_35.npz,Surprise
processed_clips\768_clip_36.npz,Surprise
processed_clips\768_clip_37.npz,Surprise
processed_clips\768_clip_38.npz,Surprise
processed_clips\768_clip_39.npz,Surprise
processed_clips\769_clip_0.npz,Surprise
processed_clips\769_clip_1.npz,Surprise
processed_clips\769_clip_2.npz,Surprise
processed_clips\769_clip_3.npz,Surprise
processed_clips\769_clip_4.npz,Surprise
processed_clips\769_clip_5.npz,Surprise
processed_clips\769_clip_6.npz,Surprise
processed_clips\769_clip_7.npz,Surprise
processed_clips\769_clip_8.npz,Surprise
processed_clips\769_clip_9.npz,Surprise
processed_clips\769_clip_10.npz,Surprise
processed_clips\769_clip_11.npz,Surprise
processed_clips\769_clip_12.npz,Surprise
processed_clips\769_clip_13.npz,Surprise
processed_clips\769_clip_14.npz,Surprise
processed_clips\769_clip_15.npz,Surprise
processed_clips\769_clip_16.npz,Surprise
processed_clips\769_clip_17.npz,Surprise
processed_clips\769_clip_18.npz,Surprise
processed_clips\769_clip_19.npz,Surprise
processed_clips\769_clip_20.npz,Surprise
processed_clips\769_clip_21.npz,Surprise
processed_clips\769_clip_22.npz,Surprise
processed_clips\769_clip_23.npz,Surprise
processed_clips\769_clip_24.npz,Surprise
processed_clips\769_clip_25.npz,Surprise
processed_clips\769_clip_26.npz,Surprise
processed_clips\769_clip_27.npz,Surprise
processed_clips\769_clip_28.npz,Surprise
processed_clips\769_clip_29.npz,Surprise
processed_clips\769_clip_30.npz,Surprise
processed_clips\769_clip_31.npz,Surprise
processed_clips\769_clip_32.npz,Surprise
processed_clips\769_clip_33.npz,Surprise
processed_clips\769_clip_34.npz,Surprise
processed_clips\769_clip_35.npz,Surprise
processed_clips\769_clip_36.npz,Surprise
processed_clips\769_clip_37.npz,Surprise
processed_clips\769_clip_38.npz,Surprise
processed_clips\769_clip_39.npz,Surprise
processed_clips\769_clip_40.npz,Surprise
processed_clips\769_clip_41.npz,Surprise
processed_clips\769_clip_42.npz,Surprise
processed_clips\769_clip_43.npz,Surprise
processed_clips\769_clip_44.npz,Surprise
processed_clips\769_clip_45.npz,Surprise
processed_clips\769_clip_46.npz,Surprise
processed_clips\769_clip_47.npz,Surprise
processed_clips\769_clip_48.npz,Surprise
processed_clips\769_clip_49.npz,Surprise
processed_clips\769_clip_50.npz,Surprise
processed_clips\769_clip_51.npz,Surprise
processed_clips\769_clip_52.npz,Surprise
processed_clips\769_clip_53.npz,Surprise
processed_clips\769_clip_54.npz,Surprise
processed_clips\769_clip_55.npz,Surprise
processed_clips\769_clip_56.npz,Surprise
processed_clips\769_clip_57.npz,Surprise
processed_clips\769_clip_58.npz,Surprise
processed_clips\769_clip_59.npz,Surprise
processed_clips\769_clip_60.npz,Surprise
processed_clips\769_clip_61.npz,Surprise
processed_clips\769_clip_62.npz,Surprise
processed_clips\769_clip_63.npz,Surprise
processed_clips\769_clip_64.npz,Surprise
processed_clips\769_clip_65.npz,Surprise
processed_clips\769_clip_66.npz,Surprise
processed_clips\769_clip_67.npz,Surprise
processed_clips\769_clip_68.npz,Surprise
processed_clips\769_clip_69.npz,Surprise
processed_clips\769_clip_70.npz,Surprise
processed_clips\769_clip_71.npz,Surprise
processed_clips\770_clip_0.npz,Trust
processed_clips\770_clip_1.npz,Trust
processed_clips\770_clip_2.npz,Trust
processed_clips\770_clip_3.npz,Trust
processed_clips\770_clip_4.npz,Trust
processed_clips\770_clip_5.npz,Trust
processed_clips\770_clip_6.npz,Trust
processed_clips\770_clip_7.npz,Trust
processed_clips\770_clip_8.npz,Trust
processed_clips\770_clip_9.npz,Trust
processed_clips\770_clip_10.npz,Trust
processed_clips\770_clip_11.npz,Trust
processed_clips\770_clip_12.npz,Trust
processed_clips\770_clip_13.npz,Trust
processed_clips\770_clip_14.npz,Trust
processed_clips\770_clip_15.npz,Trust
processed_clips\770_clip_16.npz,Trust
processed_clips\770_clip_17.npz,Trust
processed_clips\770_clip_18.npz,Trust
processed_clips\770_clip_19.npz,Trust
processed_clips\770_clip_20.npz,Trust
processed_clips\770_clip_21.npz,Trust
processed_clips\771_clip_0.npz,Anger
processed_clips\771_clip_1.npz,Anger
processed_clips\771_clip_2.npz,Anger
processed_clips\771_clip_3.npz,Anger
processed_clips\772_clip_0.npz,Surprise
processed_clips\772_clip_1.npz,Surprise
processed_clips\772_clip_2.npz,Surprise
processed_clips\772_clip_3.npz,Surprise
processed_clips\772_clip_4.npz,Surprise
processed_clips\772_clip_5.npz,Surprise
processed_clips\773_clip_0.npz,Proud
processed_clips\773_clip_1.npz,Proud
processed_clips\773_clip_2.npz,Proud
processed_clips\773_clip_3.npz,Proud
processed_clips\773_clip_4.npz,Proud
processed_clips\774_clip_0.npz,Trust
processed_clips\774_clip_1.npz,Trust
processed_clips\774_clip_2.npz,Trust
